page 1	遐邇貫珍
page 2	一千八百五十三年八月朔旦第壹號
page 2	遐邇貫珍
page 2	香港中環英華書院印送
page 2	每號收回紙墨錢十五文
page 3	遐邇貫珍第一號目錄
page 3	英華年月歷紀並訣
page 3	序言
page 3	西興括論
page 3	香港紀畧
page 3	喻言一則
page 3	金山採金條規
page 3	近日各報
page 4	正月初一日即壬子年十一月二十二
page 4	二月初一日十二月二十四
page 4	三月初一日癸丑年正月二十二
page 4	四月初一日二月二十三
page 4	五月初一日三月二十四
page 4	六月初一日四月二十五
page 4	七月初一日五月二十五
page 4	八月初一日六月二十七
page 4	九月初一日七月二十八
page 4	十月初一日八月二十九
page 4	十一月初一日十月初一
page 4	十二月初一日十一月初一
page 4	題詞
page 4	創論通遐邇宏詞貫古今幽深開鳥道聲價重雞林妙解醒塵目良工費苦心吾儒稽域外賴爾作南針
page 4	秉筆風存古斯言直道行精詳期實用褒貶總公評一氣聯中外同文覩治平坤輿誇絕異空負著書名按西洋南懷仁有坤輿外紀入四庫全書
page 4	保定章東耘題英年月閏日歌訣
page 4	英年十二月其數同中原四六九十一卅日皆圓全餘月三十一此數亦易言惟逢春二月廿八日常年四歲遇一閏廿九日無愆
page 4	一千八百五十三年日紀
page 5	序言
page 5	吾在中國數載屢思其地誠為隹境其山孕奇蓄異寶藏而五金礦穴興焉其河分派皙枝利濟而灌溉載運備焉其平原膏田沃壤蕃植蔬果五穀千百種悉數而不能終其巨海涵生廣育恒產魚鱉水族萬千人探食而不能盡念及此稱之為華夏誠不虛也復思其人常盈億兆類多聰秀恒耐勤勞其儒者不惜數十載窓下寒暑辛勤研求古昔聖賢訓詞之蘊追溯前代鑑史政治之方其農人早夜致力耕耡磽瘠之區收獲倉箱豐登之益尚有織造絹帛甄陶磁器雕鏤采刻等類由此觀之環瀛列邦各有美利誠難比擬中國人類之俊秀物產之蕃庶可置之列邦上等之伍所惜者中國雖有此俊秀庶其古昔盛時教化隆美久已超邁儕倫何期倐忽至今列邦間有蒸蒸日上之勢而中國且將降格以從焉是可歎已我英國創始之祖未備冠裳之時中國人已解用絲帛古之亞墨利加國人祇識泛海捕魚刳木為舟中國已有指南針製造巨船出海載運惟今日不然列邦日進月盛而中國且每降下其現用商船恒不逮於古而聖哲久未梃生在其始祖惟虔祀上帝迨後乃紛崇無知覺之偶像列邦商船駛行迅利天下無港無之而中國商船裝駕鈍滯至遠但抵息力葛羅巴等處列邦偶遇荒年迅速派船四出運米賑濟而中國值荒惟靠本土千萬蒼生饑困者紛紛坐斃列邦大江泛溢即能築造石塘永杜其害而中國黃河每歲衝決為灾羣黎遭溺列邦紛興火船遇風水俱逆每一時可行八十餘里而中國一無所有亦無人解造泰西各國俱有火車人貨並載每一時可行三百六十餘里而中國至速僅屬乘騎每時可馳二十餘里其平常行旅每時不過十餘
page 6	里耳泰西各國創造電氣秘機凡有所欲言瞬息可達數千里而中國從未聞此其致此之由總緣中國邇年與列邦不通聞問昔年列邦人於中土隨意遊騁近年阻其往來即偶有交接每受中國人欺侮惟准赴五港通商而已彼此不相交我有所得不能指示見授爾有所聞無從剖晳相傳倘若此土恒如列邦准與外國交道相通則兩獲其益列邦人原無意尋戰侵疆因爭占所得理難久享其利不若貿易相安時可獲益無窮也是中國愈見興隆則列邦愈增豐裕上帝創造斯世各國咸畀以境土曾錫詔命凡世上之人皆為一家其原始於一夫一婦所生四海皆為兄弟設有一家而兄弟數人各分居住其一杜門孤處日用所需尤不肯有無相通緩急相濟是之謂憂喜不相關上帝所以詔令各國凡民相待均如同胞倘遇我有所缺彼以有餘濟之或遇彼有所乏我以其盈酬之彼此交相通融彼此亦同受其益也吾屢念及此思於每月一次纂輯貫珍一帙誠為善舉其內有列邦之善端可以述之於中土而中國之美行亦可以達之於我邦俾兩家目臻於洽習中外均得其裨也現經四方探訪欲求一諳習英漢文義之人專司此篇纂輯尚未獲遘仍翹首以俟其人乃先自行手為編述尤勝於畏難而不為也惟自忖於漢文義理未能洞達嫻熟恐於篇章字句間有未盡妥協因望閱者於此中文字之疵勿為深求但取其命意良厚且實為濟世有用之編更望學問勝我者無論英漢但有佳章妙解郵筒見示俾增入此帙以惠同好諒而助益之是所?於四海高明耳中國除邸抄載上諭奏摺僅得朝廷舉動大畧外向無日報之類惟泰西各國如此帙者恒為疊見且價亦甚廉雖寒素之家亦可購閱其內備載各種信息商
page 7	船之出入要人之往來並各項著作篇章設如此方遇有要務所關或奇信始現頃刻而四方皆悉其詳前此一二人所僅知者今乃為眾人所屬目焉中國茍能同此豈不愉快若此寸簡可為中國人之惠毫末助之俾得以洞明真理而增智術之益斯為吾受無疆之貺也夫
page 7	西興括論
page 7	廣西戎事此後總須隨時提叙即追論往事而溯言之亦所不免是以於此首號將其自己酉年始迄近日至新之信止據其簡要而括言之中華不似泰西諸國恒無分送日報又無置郵遞信更無迅速馳驟平時透達信息多由耳食傳聞或由書筒寄遞素有携帶書函以資營生其日行至速亦不逾一百二十里故此土相距遼遠之事頗難早得確耗除係要事關係官憲應奏朝廷者畢竟入於京抄眾目共覩列後所叙各情間亦得於此但所叙僅撮其時日及地方因其鋪張各說原難憑信且其所載專指軍興之事亦未精詳尤屬迂闊故除時地之外足徵不訛者無幾或畧知其股目幾何盤踞何方朝廷若何震懾而已至若西人志向之所起圖謀之所終並人馬之總數暨各股之或統攝或分雄京抄俱未
